"Drug_Name","Year","Total Prescriptions","Total Patients","Total Cost","Out-Of-Pocket Cost","Total Cost Per Day","Out-Of-Pocket Cost Per Day"
"Azelastine",2015,"1,727,168","642,596","$74.11","$8.74","$2.62","$0.28"
"Azelastine",2016,"1,698,819","702,797","$62.12","$14.62","$2.05","$0.31"
"Azelastine",2017,"1,240,986","650,325","$46.83","$16.81","$1.16","$0.44"
"Azelastine",2018,"2,394,986","800,123","$78.07","$10.40","$1.91","$0.31"
"Azelastine",2019,"3,669,768","1,247,976","$58.48","$14.76","$2.42","$0.44"
"Azelastine",2020,"3,334,304","1,210,421","$25.48","$10.25","$0.82","$0.34"
"Azelastine",2021,"4,011,208","1,350,513","$32.45","$12.05","$1.20","$0.44"
"Azelastine",2022,"5,195,092","1,746,057","$47.96","$10.52","$1.24","$0.27"
"Progesterone",2013,"2,896,816","694,130","$88.04","$33.39","$2.71","$1.14"
"Progesterone",2014,"2,525,132","721,831","$137.56","$32.88","$3.84","$1.32"
"Progesterone",2015,"2,407,293","620,876","$72.15","$35.68","$2.28","$1.14"
"Progesterone",2016,"3,173,331","707,758","$60.12","$22.31","$2.15","$0.72"
"Progesterone",2017,"2,930,452","717,811","$67.37","$35.24","$2.26","$1.15"
"Progesterone",2018,"3,528,737","845,756","$52.34","$30.63","$1.40","$1.04"
"Progesterone",2019,"3,070,724","722,137","$46.73","$20.22","$1.13","$0.49"
"Progesterone",2020,"3,617,743","983,405","$130.25","$26.62","$1.01","$0.57"
"Progesterone",2021,"3,257,570","804,553","$54.34","$26.99","$1.11","$0.60"
"Progesterone",2022,"5,153,382","1,095,601","$41.75","$30.10","$1.02","$0.75"
"Methocarbamol",2013,"4,727,290","1,463,388","$15.36","$6.25","$0.77","$0.35"
"Methocarbamol",2014,"5,908,995","1,588,829","$22.60","$6.81","$1.06","$0.33"
"Methocarbamol",2015,"4,024,077","1,437,553","$18.65","$5.57","$1.03","$0.29"
"Methocarbamol",2016,"3,229,264","1,283,918","$17.38","$5.66","$1.11","$0.46"
"Methocarbamol",2017,"3,498,249","1,397,826","$18.12","$7.72","$1.10","$0.48"
"Methocarbamol",2018,"5,849,167","1,697,450","$19.06","$6.93","$1.05","$0.46"
"Methocarbamol",2019,"4,888,933","1,764,142","$16.51","$6.48","$1.08","$0.50"
"Methocarbamol",2020,"4,981,836","1,822,996","$14.15","$5.80","$0.85","$0.33"
"Methocarbamol",2021,"4,798,559","1,797,747","$20.42","$7.80","$0.99","$0.52"
"Methocarbamol",2022,"5,109,104","2,345,639","$17.80","$5.13","$0.98","$0.31"
"Insulin Detemir",2013,"4,282,050","847,195","$280.92","$54.32","$8.83","$2.26"
"Insulin Detemir",2014,"4,772,951","1,013,716","$450.26","$34.30","$12.84","$1.13"
"Insulin Detemir",2015,"6,619,637","1,188,350","$621.07","$35.07","$17.50","$1.04"
"Insulin Detemir",2016,"6,227,661","1,268,697","$608.90","$31.49","$18.16","$0.83"
"Insulin Detemir",2017,"6,620,839","1,110,586","$597.05","$41.16","$13.85","$1.15"
"Insulin Detemir",2018,"6,593,849","1,316,376","$594.54","$39.67","$15.40","$0.98"
"Insulin Detemir",2019,"5,534,526","1,114,545","$679.95","$84.91","$19.65","$1.65"
"Insulin Detemir",2020,"5,164,647","1,111,229","$747.14","$50.80","$16.47","$1.29"
"Insulin Detemir",2021,"5,214,067","1,027,442","$629.48","$52.46","$13.93","$1.15"
"Insulin Detemir",2022,"4,867,207","905,394","$590.40","$89.53","$12.48","$1.43"
"Ethinyl Estradiol; Levonorgestrel",2013,"5,823,082","1,145,683","$52.06","$12.28","$0.88","$0.23"
"Ethinyl Estradiol; Levonorgestrel",2014,"4,170,689","1,114,883","$60.18","$4.82","$1.08","$0.08"
"Ethinyl Estradiol; Levonorgestrel",2015,"8,166,525","1,869,270","$56.68","$8.67","$1.04","$0.26"
"Ethinyl Estradiol; Levonorgestrel",2016,"6,475,970","1,395,783","$48.91","$3.17","$0.88","$0.05"
"Ethinyl Estradiol; Levonorgestrel",2017,"4,987,668","1,299,822","$35.20","$2.67","$0.62","$0.07"
"Ethinyl Estradiol; Levonorgestrel",2018,"5,222,138","1,386,810","$52.25","$5.25","$0.64","$0.15"
"Ethinyl Estradiol; Levonorgestrel",2019,"5,372,880","1,462,023","$55.29","$7.89","$0.90","$0.28"
"Ethinyl Estradiol; Levonorgestrel",2020,"3,588,502","1,157,623","$59.51","$5.14","$0.83","$0.19"
"Ethinyl Estradiol; Levonorgestrel",2021,"4,016,121","1,376,728","$33.73","$2.61","$0.50","$0.05"
"Ethinyl Estradiol; Levonorgestrel",2022,"4,846,343","1,327,012","$38.37","$9.04","$0.53","$0.14"
"Meclizine",2013,"3,490,448","1,388,545","$15.20","$4.51","$1.26","$0.49"
"Meclizine",2014,"4,088,295","1,503,754","$14.58","$5.12","$1.13","$0.30"
"Meclizine",2015,"3,942,058","1,577,154","$18.52","$5.83","$1.32","$0.64"
"Meclizine",2016,"3,906,199","1,431,742","$21.97","$4.45","$0.93","$0.25"
"Meclizine",2017,"3,861,963","1,511,214","$15.94","$4.93","$0.85","$0.34"
"Meclizine",2018,"4,960,255","1,586,691","$12.57","$4.46","$0.95","$0.39"
"Meclizine",2019,"4,258,968","1,439,405","$16.48","$3.52","$0.83","$0.25"
"Meclizine",2020,"4,349,444","1,742,409","$10.28","$3.40","$0.88","$0.35"
"Meclizine",2021,"4,269,435","1,648,602","$12.50","$4.60","$0.79","$0.36"
"Meclizine",2022,"4,776,929","1,493,854","$15.67","$4.71","$0.76","$0.26"
"Benzonatate",2013,"5,885,923","3,238,448","$15.17","$7.28","$1.89","$0.93"
"Benzonatate",2014,"4,140,925","2,405,835","$14.94","$8.08","$1.56","$0.83"
"Benzonatate",2015,"3,419,820","2,203,784","$26.54","$8.93","$3.60","$1.01"
"Benzonatate",2016,"3,104,318","2,361,122","$19.75","$9.72","$2.10","$1.23"
"Benzonatate",2017,"4,335,738","2,993,500","$18.98","$10.23","$1.90","$1.09"
"Benzonatate",2018,"6,493,593","3,881,071","$21.57","$10.11","$2.48","$1.07"
"Benzonatate",2019,"6,354,434","3,974,773","$15.33","$8.33","$1.90","$1.01"
"Benzonatate",2020,"3,689,272","2,686,915","$16.49","$9.20","$1.98","$1.09"
"Benzonatate",2021,"3,569,507","2,046,763","$13.72","$7.10","$1.77","$0.87"
"Benzonatate",2022,"4,735,583","3,264,685","$16.55","$8.75","$1.96","$0.82"
"Cyanocobalamin",2013,"4,375,411","969,552","$27.60","$8.48","$1.05","$0.18"
"Cyanocobalamin",2014,"6,094,093","1,224,973","$26.28","$8.07","$1.51","$0.44"
"Cyanocobalamin",2015,"6,358,612","1,205,054","$18.84","$14.32","$0.88","$0.60"
"Cyanocobalamin",2016,"4,999,630","1,018,942","$27.72","$13.00","$0.86","$0.23"
"Cyanocobalamin",2017,"3,718,963","1,030,875","$16.77","$9.85","$0.47","$0.17"
"Cyanocobalamin",2018,"5,555,452","1,330,014","$73.86","$8.82","$0.35","$0.20"
"Cyanocobalamin",2019,"4,061,263","1,191,271","$70.61","$10.16","$3.69","$0.47"
"Cyanocobalamin",2020,"6,596,311","1,696,951","$44.34","$9.86","$1.85","$0.24"
"Cyanocobalamin",2021,"5,825,048","1,663,130","$51.92","$6.23","$1.09","$0.19"
"Cyanocobalamin",2022,"4,663,173","1,489,713","$10.89","$6.08","$0.23","$0.13"
"Methotrexate",2013,"3,275,794","561,783","$49.69","$6.88","$2.10","$0.78"
"Methotrexate",2014,"3,118,685","568,979","$91.29","$16.22","$1.66","$0.65"
"Methotrexate",2015,"2,048,520","431,129","$51.27","$8.82","$1.02","$0.17"
"Methotrexate",2016,"4,208,091","805,479","$552.48","$13.82","$9.72","$0.37"
"Methotrexate",2017,"6,291,779","1,047,998","$122.57","$19.23","$4.33","$0.67"
"Methotrexate",2018,"5,518,246","1,045,632","$97.53","$19.64","$3.14","$0.44"
"Methotrexate",2019,"5,937,198","1,082,328","$47.76","$11.87","$1.76","$0.29"
"Methotrexate",2020,"5,824,013","1,130,078","$37.47","$12.97","$0.91","$0.23"
"Methotrexate",2021,"4,402,317","912,086","$37.89","$20.69","$0.78","$0.22"
"Methotrexate",2022,"4,565,259","1,077,459","$52.84","$16.31","$1.53","$0.37"
"Metronidazole",2013,"3,629,101","2,185,469","$47.84","$17.84","$3.33","$1.42"
"Metronidazole",2014,"3,040,341","2,092,063","$42.38","$9.89","$4.99","$1.43"
"Metronidazole",2015,"3,680,542","2,210,444","$75.54","$7.42","$5.08","$0.75"
"Metronidazole",2016,"11,169,357","8,052,623","$21.29","$6.75","$2.57","$0.76"
"Metronidazole",2017,"12,657,176","8,958,630","$19.81","$6.23","$1.79","$0.84"
"Metronidazole",2018,"5,852,534","3,215,002","$37.47","$9.78","$2.73","$0.87"
"Metronidazole",2019,"4,664,907","2,898,583","$108.08","$15.48","$6.93","$1.17"
"Metronidazole",2020,"2,163,820","1,500,573","$15.60","$4.08","$1.85","$0.51"
"Metronidazole",2021,"2,380,724","1,315,654","$15.00","$4.71","$1.84","$0.43"
"Metronidazole",2022,"4,493,311","2,696,460","$37.97","$7.63","$2.78","$0.70"
"Acyclovir",2013,"3,172,700","1,457,419","$29.04","$11.82","$1.84","$0.71"
"Acyclovir",2014,"4,248,866","1,470,661","$28.97","$6.91","$2.40","$0.58"
"Acyclovir",2015,"4,057,239","1,395,417","$40.90","$10.40","$2.44","$0.60"
"Acyclovir",2016,"3,078,845","1,071,627","$28.96","$6.33","$2.40","$0.36"
"Acyclovir",2017,"3,769,434","1,228,025","$28.29","$6.11","$1.96","$0.37"
"Acyclovir",2018,"4,170,803","1,579,679","$44.66","$7.09","$1.52","$0.43"
"Acyclovir",2019,"3,950,520","1,308,357","$31.49","$9.57","$1.28","$0.49"
"Acyclovir",2020,"3,517,810","1,100,883","$12.92","$6.70","$0.54","$0.33"
"Acyclovir",2021,"3,250,033","1,058,857","$21.25","$9.44","$0.80","$0.39"
"Acyclovir",2022,"4,458,457","1,322,764","$20.20","$7.47","$0.69","$0.19"
"Norethindrone",2013,"2,461,155","641,828","$38.07","$6.29","$0.98","$0.19"
"Norethindrone",2014,"2,237,859","522,425","$43.53","$7.18","$1.03","$0.06"
"Norethindrone",2015,"1,858,385","566,305","$32.78","$5.75","$1.05","$0.21"
"Norethindrone",2016,"1,666,057","501,770","$27.77","$2.47","$0.77","$0.00"
"Norethindrone",2017,"4,576,580","888,535","$37.27","$2.15","$1.31","$0.07"
"Norethindrone",2018,"5,100,249","1,315,919","$41.53","$5.57","$0.99","$0.16"
"Norethindrone",2019,"4,514,574","1,096,191","$27.08","$4.67","$0.80","$0.16"
"Norethindrone",2020,"4,501,968","1,191,825","$35.62","$2.03","$0.65","$0.04"
"Norethindrone",2021,"4,164,058","1,311,480","$25.18","$1.73","$0.52","$0.08"
"Norethindrone",2022,"4,337,336","1,420,212","$18.24","$2.01","$0.34","$0.04"
"Prednisolone",2013,"3,946,779","2,603,591","$19.76","$7.01","$1.86","$0.66"
"Prednisolone",2014,"5,012,933","3,212,645","$43.03","$12.96","$2.70","$0.87"
"Prednisolone",2015,"4,835,310","2,951,286","$40.67","$12.91","$2.73","$0.89"
"Prednisolone",2016,"4,942,861","2,673,262","$46.33","$14.36","$2.46","$0.87"
"Prednisolone",2017,"5,648,795","2,901,634","$54.81","$11.34","$4.32","$0.78"
"Prednisolone",2018,"5,202,600","2,812,650","$145.21","$18.20","$14.69","$1.37"
"Prednisolone",2019,"4,638,327","2,547,930","$42.20","$14.99","$2.42","$0.93"
"Prednisolone",2020,"3,894,468","2,082,074","$43.11","$17.88","$2.28","$0.99"
"Prednisolone",2021,"3,816,335","2,269,683","$42.76","$18.29","$2.08","$0.90"
"Prednisolone",2022,"4,327,569","2,421,943","$52.45","$18.10","$6.24","$0.68"
"Thyroid",2013,"4,874,687","880,698","$13.90","$12.38","$0.41","$0.36"
"Thyroid",2014,"3,405,708","765,843","$19.78","$12.85","$0.54","$0.35"
"Thyroid",2015,"3,306,480","671,880","$29.67","$18.20","$0.77","$0.43"
"Thyroid",2016,"6,363,773","1,121,283","$31.24","$21.76","$0.73","$0.47"
"Thyroid",2017,"5,539,696","1,104,760","$38.75","$23.18","$0.85","$0.59"
"Thyroid",2018,"6,812,415","1,268,459","$36.72","$23.84","$0.88","$0.57"
"Thyroid",2019,"5,729,895","1,015,144","$55.70","$32.28","$1.06","$0.60"
"Thyroid",2020,"5,625,456","1,197,128","$56.44","$35.91","$1.06","$0.70"
"Thyroid",2021,"5,159,236","1,012,361","$60.39","$33.64","$1.11","$0.61"
"Thyroid",2022,"4,312,524","823,819","$57.60","$31.07","$1.15","$0.72"
"Insulin Degludec",2017,"1,608,450","332,881","$518.89","$40.83","$24.87","$1.01"
"Insulin Degludec",2018,"3,226,387","509,604","$650.33","$19.67","$18.69","$0.63"
"Insulin Degludec",2019,"3,632,525","773,441","$1,088.04","$35.71","$24.39","$0.52"
"Insulin Degludec",2020,"4,600,262","932,573","$1,075.80","$40.85","$20.69","$0.97"
"Insulin Degludec",2021,"4,009,540","878,698","$1,044.07","$37.45","$19.50","$0.87"
"Insulin Degludec",2022,"4,306,212","903,028","$865.80","$43.93","$18.91","$0.67"
"Liraglutide",2013,"2,732,793","643,427","$695.25","$81.99","$21.91","$2.70"
"Liraglutide",2014,"3,212,290","641,000","$572.84","$83.49","$15.26","$2.44"
"Liraglutide",2015,"3,410,389","684,565","$695.12","$42.87","$22.01","$1.09"
"Liraglutide",2016,"3,225,863","679,374","$953.05","$71.44","$24.21","$2.44"
"Liraglutide",2017,"3,802,463","854,414","$1,055.85","$66.38","$23.98","$1.97"
"Liraglutide",2018,"4,771,233","914,595","$1,109.89","$54.53","$27.11","$1.44"
"Liraglutide",2019,"4,524,862","973,972","$1,292.41","$47.55","$28.54","$0.79"
"Liraglutide",2020,"4,063,184","957,309","$1,316.79","$50.22","$34.12","$0.86"
"Liraglutide",2021,"3,264,900","784,141","$1,197.20","$44.86","$28.01","$1.10"
"Liraglutide",2022,"4,271,706","789,348","$1,380.48","$79.97","$32.73","$1.55"
"Morphine",2013,"6,601,018","896,490","$75.78","$12.01","$2.49","$0.37"
"Morphine",2014,"7,172,178","1,115,016","$89.14","$11.21","$3.69","$0.63"
"Morphine",2015,"6,345,800","1,060,131","$96.28","$11.85","$4.15","$0.44"
"Morphine",2016,"3,989,646","750,738","$110.32","$15.90","$4.34","$0.66"
"Morphine",2017,"4,090,362","721,199","$52.08","$11.03","$2.15","$0.93"
"Morphine",2018,"5,225,088","729,631","$51.42","$4.96","$2.88","$0.27"
"Morphine",2019,"3,756,696","636,123","$74.79","$6.94","$3.05","$0.29"
"Morphine",2020,"4,384,336","667,722","$36.76","$7.99","$1.53","$0.26"
"Morphine",2021,"3,629,439","704,840","$40.21","$7.96","$3.22","$0.69"
"Morphine",2022,"4,101,413","799,046","$45.08","$7.70","$2.37","$0.29"
"Enalapril",2013,"10,271,790","1,496,918","$18.85","$6.97","$0.41","$0.14"
"Enalapril",2014,"8,768,774","1,567,889","$28.00","$7.98","$0.52","$0.13"
"Enalapril",2015,"9,191,299","1,651,237","$35.24","$8.15","$0.87","$0.15"
"Enalapril",2016,"8,342,017","1,409,889","$39.95","$8.62","$0.79","$0.17"
"Enalapril",2017,"6,121,954","1,239,679","$42.26","$10.27","$0.90","$0.21"
"Enalapril",2018,"5,182,854","1,075,972","$42.88","$11.29","$0.74","$0.24"
"Enalapril",2019,"4,669,056","958,638","$43.78","$9.81","$0.68","$0.24"
"Enalapril",2020,"809,322","231,155","$26.48","$11.17","$0.44","$0.26"
"Enalapril",2021,"832,753","190,679","$23.74","$4.51","$0.25","$0.07"
"Enalapril",2022,"4,066,367","906,186","$18.60","$8.88","$0.40","$0.13"
"Drospirenone; Ethinyl Estradiol",2013,"4,588,958","911,350","$106.18","$32.34","$2.33","$0.36"
"Drospirenone; Ethinyl Estradiol",2014,"4,189,248","671,047","$77.56","$1.60","$1.97","$0.05"
"Drospirenone; Ethinyl Estradiol",2015,"5,397,668","1,148,113","$121.43","$3.17","$2.27","$0.07"
"Drospirenone; Ethinyl Estradiol",2016,"6,614,238","1,243,378","$89.71","$15.01","$2.02","$0.36"
"Drospirenone; Ethinyl Estradiol",2017,"7,970,444","1,462,339","$88.80","$8.47","$2.06","$0.29"
"Drospirenone; Ethinyl Estradiol",2018,"3,715,148","727,715","$70.77","$8.58","$1.44","$0.44"
"Drospirenone; Ethinyl Estradiol",2019,"4,348,309","943,259","$67.11","$16.86","$1.43","$0.09"
"Drospirenone; Ethinyl Estradiol",2020,"4,124,207","996,093","$99.92","$12.55","$2.17","$0.09"
"Drospirenone; Ethinyl Estradiol",2021,"3,875,387","859,872","$94.22","$19.51","$0.80","$0.08"
"Drospirenone; Ethinyl Estradiol",2022,"4,033,582","972,919","$79.42","$24.91","$0.76","$0.00"
"Sulfamethoxazole; Trimethoprim",2013,"7,323,773","4,756,902","$21.10","$7.17","$1.08","$0.52"
"Sulfamethoxazole; Trimethoprim",2014,"7,011,146","4,627,099","$17.49","$4.20","$1.46","$0.46"
"Sulfamethoxazole; Trimethoprim",2015,"11,825,504","7,983,329","$13.62","$5.15","$1.61","$0.59"
"Sulfamethoxazole; Trimethoprim",2016,"6,879,928","4,049,745","$14.16","$3.60","$1.32","$0.24"
"Sulfamethoxazole; Trimethoprim",2017,"6,212,552","3,454,136","$11.86","$3.37","$1.15","$0.33"
"Sulfamethoxazole; Trimethoprim",2018,"8,467,842","4,360,369","$10.04","$3.46","$0.92","$0.34"
"Sulfamethoxazole; Trimethoprim",2019,"6,630,866","4,339,439","$12.39","$3.90","$1.51","$0.49"
"Sulfamethoxazole; Trimethoprim",2020,"5,425,466","3,404,743","$9.46","$3.55","$1.17","$0.34"
"Sulfamethoxazole; Trimethoprim",2021,"4,905,134","3,199,276","$11.28","$3.66","$1.18","$0.35"
"Sulfamethoxazole; Trimethoprim",2022,"3,932,844","2,772,821","$9.11","$3.56","$1.05","$0.39"
"Fluticasone; Umeclidinium; Vilanterol",2019,"936,336","296,467","$655.68","$74.04","$19.13","$2.46"
"Fluticasone; Umeclidinium; Vilanterol",2020,"2,125,887","463,445","$759.42","$62.20","$19.88","$1.23"
"Fluticasone; Umeclidinium; Vilanterol",2021,"2,927,505","668,594","$831.68","$54.36","$20.83","$1.45"
"Fluticasone; Umeclidinium; Vilanterol",2022,"3,919,607","827,181","$897.87","$66.94","$20.02","$0.93"
"Fluticasone; Vilanterol",2016,"2,273,162","582,105","$445.10","$106.60","$14.28","$4.18"
"Fluticasone; Vilanterol",2017,"5,036,555","926,098","$337.56","$83.78","$10.10","$2.67"
"Fluticasone; Vilanterol",2018,"5,946,747","1,233,008","$405.43","$35.27","$11.80","$1.30"
"Fluticasone; Vilanterol",2019,"6,098,161","1,248,072","$431.45","$43.00","$12.11","$1.12"
"Fluticasone; Vilanterol",2020,"5,678,546","1,087,587","$442.91","$35.06","$11.68","$0.91"
"Fluticasone; Vilanterol",2021,"5,918,773","1,171,764","$488.60","$42.47","$13.01","$1.15"
"Fluticasone; Vilanterol",2022,"3,879,209","945,692","$532.17","$51.82","$11.77","$0.97"
"Donepezil",2013,"7,536,602","1,228,026","$70.44","$7.94","$2.11","$0.21"
"Donepezil",2014,"7,003,989","1,240,184","$82.36","$14.32","$1.36","$0.35"
"Donepezil",2015,"6,725,752","1,333,816","$35.36","$6.23","$0.90","$0.12"
"Donepezil",2016,"7,761,701","1,216,366","$127.59","$11.07","$2.62","$0.15"
"Donepezil",2017,"5,677,780","1,168,129","$103.52","$7.06","$1.90","$0.16"
"Donepezil",2018,"5,412,435","1,200,862","$144.78","$8.85","$1.73","$0.21"
"Donepezil",2019,"5,538,291","1,432,688","$66.24","$6.15","$1.14","$0.10"
"Donepezil",2020,"5,899,553","1,436,971","$31.82","$8.70","$0.57","$0.20"
"Donepezil",2021,"4,435,098","1,278,743","$17.41","$5.91","$0.29","$0.14"
"Donepezil",2022,"3,855,535","1,015,233","$23.69","$9.77","$0.31","$0.17"
"Clindamycin",2013,"5,719,217","3,721,073","$44.60","$11.42","$3.48","$1.19"
"Clindamycin",2014,"3,914,663","2,933,854","$71.35","$14.94","$5.33","$1.50"
"Clindamycin",2015,"5,666,422","3,575,204","$39.47","$9.90","$4.36","$1.22"
"Clindamycin",2016,"4,223,619","3,011,766","$40.64","$12.31","$3.39","$0.96"
"Clindamycin",2017,"4,934,442","2,617,779","$41.85","$8.17","$4.19","$0.89"
"Clindamycin",2018,"5,375,352","3,156,696","$37.76","$8.05","$3.57","$0.84"
"Clindamycin",2019,"5,588,597","3,047,976","$54.92","$10.15","$5.27","$1.10"
"Clindamycin",2020,"5,130,999","2,709,249","$38.73","$7.53","$3.31","$0.74"
"Clindamycin",2021,"5,194,038","2,949,885","$38.14","$12.60","$2.76","$0.86"
"Clindamycin",2022,"3,855,100","2,369,863","$39.66","$17.54","$3.12","$1.19"
"Docusate",2013,"5,341,899","2,071,598","$10.88","$3.80","$0.37","$0.11"
"Docusate",2014,"6,797,829","1,913,292","$16.46","$3.63","$0.46","$0.13"
"Docusate",2015,"7,920,863","2,024,061","$7.02","$2.55","$0.33","$0.08"
"Docusate",2016,"5,585,832","1,881,497","$6.84","$2.70","$0.32","$0.12"
"Docusate",2017,"6,107,372","1,968,878","$7.69","$5.17","$0.37","$0.25"
"Docusate",2018,"4,788,381","1,806,391","$7.49","$3.35","$0.26","$0.13"
"Docusate",2019,"3,136,752","1,377,989","$8.19","$3.57","$0.32","$0.15"
"Docusate",2020,"3,511,398","1,662,829","$7.21","$3.99","$0.22","$0.13"
"Docusate",2021,"4,393,499","1,683,774","$7.52","$4.43","$0.27","$0.16"
"Docusate",2022,"3,801,797","1,558,611","$6.31","$3.08","$0.22","$0.07"
"Phentermine",2013,"1,810,800","611,824","$30.23","$26.13","$0.89","$0.74"
"Phentermine",2014,"3,942,606","981,693","$27.00","$24.08","$0.85","$0.74"
"Phentermine",2015,"3,181,739","998,964","$26.21","$23.16","$0.96","$0.79"
"Phentermine",2016,"2,295,160","694,941","$22.70","$18.65","$0.67","$0.49"
"Phentermine",2017,"2,428,840","798,906","$27.16","$20.72","$0.71","$0.56"
"Phentermine",2018,"3,683,239","1,084,123","$24.04","$21.86","$0.88","$0.77"
"Phentermine",2019,"3,842,226","1,017,109","$21.56","$19.96","$0.67","$0.61"
"Phentermine",2020,"3,071,041","824,329","$14.06","$13.38","$0.55","$0.52"
"Phentermine",2021,"2,142,309","750,476","$18.56","$15.52","$0.58","$0.50"
"Phentermine",2022,"3,738,423","1,030,978","$18.89","$18.25","$0.62","$0.60"
"Memantine",2013,"4,540,534","785,955","$363.56","$38.13","$8.47","$0.85"
"Memantine",2014,"3,618,231","639,681","$370.14","$59.73","$11.46","$2.11"
"Memantine",2015,"3,740,958","634,474","$305.48","$51.95","$8.66","$1.18"
"Memantine",2016,"4,388,334","626,842","$294.31","$42.12","$7.98","$0.79"
"Memantine",2017,"4,327,217","874,056","$351.23","$40.39","$7.02","$0.76"
"Memantine",2018,"3,142,894","752,433","$99.52","$17.15","$2.30","$0.28"
"Memantine",2019,"3,631,969","831,395","$79.41","$14.68","$1.37","$0.33"
"Memantine",2020,"3,928,015","815,190","$42.85","$9.68","$1.19","$0.25"
"Memantine",2021,"3,238,256","809,403","$57.52","$17.89","$1.43","$0.38"
"Memantine",2022,"3,703,293","896,917","$45.02","$17.13","$0.81","$0.28"
"Nifedipine",2013,"6,842,903","1,329,158","$45.47","$13.27","$1.35","$0.43"
"Nifedipine",2014,"6,887,747","1,414,948","$55.95","$12.93","$1.08","$0.27"
"Nifedipine",2015,"5,903,051","1,265,025","$55.38","$11.10","$1.16","$0.19"
"Nifedipine",2016,"4,152,353","1,007,936","$57.53","$10.07","$0.93","$0.29"
"Nifedipine",2017,"6,213,120","1,240,067","$37.98","$9.15","$0.82","$0.30"
"Nifedipine",2018,"5,656,574","1,338,513","$35.70","$16.64","$0.98","$0.44"
"Nifedipine",2019,"5,638,841","1,235,265","$50.22","$15.18","$0.92","$0.33"
"Nifedipine",2020,"4,657,308","1,032,862","$34.06","$13.59","$0.67","$0.28"
"Nifedipine",2021,"4,567,479","1,237,401","$41.96","$16.58","$0.73","$0.28"
"Nifedipine",2022,"3,681,537","1,138,199","$33.63","$13.29","$0.67","$0.17"
"Levocetirizine",2013,"2,746,851","723,475","$51.32","$13.67","$1.73","$0.40"
"Levocetirizine",2014,"3,451,191","680,332","$42.76","$17.14","$0.95","$0.47"
"Levocetirizine",2015,"2,550,031","684,331","$23.77","$7.53","$0.85","$0.25"
"Levocetirizine",2016,"3,868,302","820,451","$20.42","$6.20","$0.63","$0.17"
"Levocetirizine",2017,"3,528,964","725,078","$52.14","$13.59","$1.67","$0.46"
"Levocetirizine",2018,"2,348,311","741,821","$27.22","$7.99","$0.44","$0.16"
"Levocetirizine",2019,"2,913,554","805,527","$48.36","$11.54","$1.26","$0.19"
"Levocetirizine",2020,"3,108,431","803,646","$38.04","$7.77","$1.32","$0.29"
"Levocetirizine",2021,"2,550,953","725,643","$37.78","$5.44","$0.78","$0.13"
"Levocetirizine",2022,"3,646,727","973,836","$45.47","$6.66","$0.74","$0.15"
"Methylprednisolone",2013,"3,824,975","2,930,843","$20.93","$12.63","$3.17","$1.87"
"Methylprednisolone",2014,"4,109,314","3,042,819","$20.81","$10.68","$3.87","$1.54"
"Methylprednisolone",2015,"5,718,027","3,564,089","$19.66","$9.59","$5.11","$1.80"
"Methylprednisolone",2016,"4,382,399","3,629,757","$17.65","$9.39","$3.40","$1.62"
"Methylprednisolone",2017,"4,074,442","2,455,812","$20.02","$10.04","$3.14","$1.60"
"Methylprednisolone",2018,"4,045,962","3,088,134","$16.08","$8.08","$3.10","$1.45"
"Methylprednisolone",2019,"3,812,202","2,834,344","$14.62","$7.65","$2.86","$1.18"
"Methylprednisolone",2020,"3,535,987","2,456,989","$15.88","$7.92","$2.44","$1.04"
"Methylprednisolone",2021,"3,254,222","2,413,471","$17.39","$8.13","$2.67","$1.26"
"Methylprednisolone",2022,"3,595,226","2,813,645","$15.39","$6.30","$2.88","$1.22"
"Tiotropium",2013,"11,533,101","2,042,726","$384.47","$33.52","$8.68","$0.79"
"Tiotropium",2014,"11,046,497","2,035,235","$369.83","$40.66","$9.78","$0.96"
"Tiotropium",2015,"9,390,081","1,614,314","$395.18","$33.05","$10.32","$0.70"
"Tiotropium",2016,"8,306,842","1,723,299","$479.38","$50.40","$11.17","$1.20"
"Tiotropium",2017,"9,507,922","1,835,433","$465.12","$57.29","$14.66","$2.06"
"Tiotropium",2018,"6,762,985","1,267,325","$612.84","$41.13","$15.24","$1.20"
"Tiotropium",2019,"5,177,802","1,174,965","$594.73","$47.77","$13.12","$1.19"
"Tiotropium",2020,"5,933,058","1,191,833","$680.09","$97.54","$18.45","$3.12"
"Tiotropium",2021,"4,361,799","975,405","$736.72","$63.03","$13.22","$1.35"
"Tiotropium",2022,"3,585,223","916,849","$742.75","$29.67","$14.09","$0.39"
"Timolol",2013,"4,456,415","975,486","$25.42","$9.32","$0.56","$0.16"
"Timolol",2014,"2,716,618","689,699","$51.49","$13.61","$1.42","$0.32"
"Timolol",2015,"3,231,775","771,991","$32.23","$8.40","$1.30","$0.31"
"Timolol",2016,"4,684,226","1,007,291","$44.39","$17.43","$0.61","$0.19"
"Timolol",2017,"4,369,477","1,029,012","$57.06","$19.62","$0.90","$0.30"
"Timolol",2018,"4,312,018","1,056,397","$24.52","$10.70","$0.45","$0.21"
"Timolol",2019,"3,833,125","1,052,388","$26.68","$6.26","$0.57","$0.13"
"Timolol",2020,"4,295,412","949,166","$33.43","$6.79","$0.83","$0.16"
"Timolol",2021,"3,406,225","872,159","$36.56","$6.93","$0.58","$0.18"
