Job Title,Level,Job Title Full,Salary Estimate,Salary_Min,Salary_Max,Salary_Avg,Rating,Company Name,Glassdoor_Rating,Location,Location_State,Company_Headquarters,Company_Size,Founded,Type of ownership,Industry,Sector,Revenue (USD)
Data Scientist,,Data Scientist,$110K-$175K ,"$110,000","$175,000 ","$142,500 ",4.2,"Nuna
",4.2,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$110K-$175K ,"$110,000","$175,000 ","$142,500 ",4.2,"Nuna
",4.2,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$86K-$139K ,"$86,000","$139,000 ","$112,500 ",3.8,"Truckstop.com
",3.8,"Chicago, IL",IL,"New Plymouth, ID",501 to 1000 employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$86K-$139K ,"$86,000","$139,000 ","$112,500 ",3.8,"Truckstop.com
",3.8,"Chicago, IL",IL,"New Plymouth, ID",501 to 1000 employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$41K-$72K ,"$41,000","$72,000 ","$56,500 ",3.1,"C Space
",3.1,"Boston, MA",MA,"Boston, MA",201 to 500 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million 
Data Scientist,,Data Scientist,$130K-$206K ,"$130,000","$206,000 ","$168,000 ",4.7,"Confluent
",4.7,"Mountain View, CA",CA,"Mountain View, CA",501 to 1000 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$50K-$89K ,"$50,000","$89,000 ","$69,500 ",3.2,"MITRE
",3.2,"Bedford, MA",MA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion 
Data Scientist,,Data Scientist,$50K-$89K ,"$50,000","$89,000 ","$69,500 ",3.2,"MITRE
",3.2,"Bedford, MA",MA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion 
Data Scientist,,Data Scientist,$81K-$133K ,"$81,000","$133,000 ","$107,000 ",3.8,"Legal & General America
",3.8,"Frederick, MD",MD,"Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion 
Data Scientist,,Data Scientist,$81K-$133K ,"$81,000","$133,000 ","$107,000 ",3.8,"Legal & General America
",3.8,"Frederick, MD",MD,"Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion 
Data Scientist,,Data Scientist,$79K-$127K ,"$79,000","$127,000 ","$103,000 ",3.8,"SoftBank Robotics
",3.8,"San Francisco, CA",CA,"Paris, France",201 to 500 employees,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million 
Data Scientist,,Data Scientist,$86K-$143K ,"$86,000","$143,000 ","$114,500 ",3.8,"Novartis
",3.8,"Cambridge, MA",MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,,Data Scientist,$86K-$143K ,"$86,000","$143,000 ","$114,500 ",3.8,"Novartis
",3.8,"Cambridge, MA",MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,,Data Scientist,$91K-$148K ,"$91,000","$148,000 ","$119,500 ",3,"L.A. Care Health Plan
",3.0,"Los Angeles, CA",CA,"Los Angeles, CA",1001 to 5000 employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$49K-$85K ,"$49,000","$85,000 ","$67,000 ",3.8,"Pacific Northwest National Laboratory
",3.8,"Richland, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
Data Scientist,,Data Scientist,$49K-$85K ,"$49,000","$85,000 ","$67,000 ",3.8,"Pacific Northwest National Laboratory
",3.8,"Richland, WA",WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion 
Data Scientist,,Data Scientist,$86K-$143K ,"$86,000","$143,000 ","$114,500 ",3.8,"Novartis
",3.8,"Cambridge, MA",MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,,Data Scientist,$110K-$184K ,"$110,000","$184,000 ","$147,000 ",3.8,"Capgemini
",3.8,"New York, NY",NY,"Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion 
Data Scientist,,Data Scientist,$85K-$139K ,"$85,000","$139,000 ","$112,000 ",3.9,"The Buffalo Group
",3.9,"Charlottesville, VA",VA,"Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$85K-$139K ,"$85,000","$139,000 ","$112,000 ",3.9,"The Buffalo Group
",3.9,"Charlottesville, VA",VA,"Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million 
Data Scientist,,Data Scientist,$86K-$143K ,"$86,000","$143,000 ","$114,500 ",3.3,"Liberty Mutual Insurance
",3.3,"Boston, MA",MA,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,,Data Scientist,$86K-$143K ,"$86,000","$143,000 ","$114,500 ",3.3,"Liberty Mutual Insurance
",3.3,"Boston, MA",MA,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,,Data Scientist,$65K-$110K ,"$65,000","$110,000 ","$87,500 ",4.3,"Trilogy Ed
",4.3,"Houston, TX",TX,"New York, NY",1001 to 5000 employees,2015,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$71K-$123K ,"$71,000","$123,000 ","$97,000 ",3.4,"PA Consulting
",3.4,"New York, NY",NY,"London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million 
Data Scientist,,Data Scientist,$63K-$110K ,"$63,000","$110,000 ","$86,500 ",4,"Pfizer
",4.0,"Cambridge, MA",MA,"New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,,Data Scientist,$63K-$110K ,"$63,000","$110,000 ","$86,500 ",4,"Pfizer
",4.0,"Cambridge, MA",MA,"New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,,Data Scientist,$82K-$129K,"$82,000","$129,000 ","$105,500 ",3.7,"Applied Research Laboratories
",3.7,"Austin, TX",TX,"Austin, TX",501 to 1000 employees,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$82K-$129K,"$82,000","$129,000 ","$105,500 ",3.7,"Applied Research Laboratories
",3.7,"Austin, TX",TX,"Austin, TX",501 to 1000 employees,,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Scientist,,Data Scientist,$63K-$112K ,"$63,000","$112,000 ","$87,500 ",3.4,"University of Maryland Medical System
",3.4,"Linthicum, MD",MD,"Baltimore, MD",10000+ employees,1984,Other Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion 
Data Scientist,,Data Scientist,$64K-$106K ,"$64,000","$106,000 ","$85,000 ",3.9,"TransUnion
",3.9,"Atlanta, GA",GA,"Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion 
Data Scientist,,Data Scientist,$91K-$149K ,"$91,000","$149,000 ","$120,000 ",2.7,"State of Wisconsin Investment Board
",2.7,"Madison, WI",WI,"Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million 
Data Scientist,,Data Scientist,$91K-$149K ,"$91,000","$149,000 ","$120,000 ",2.7,"State of Wisconsin Investment Board
",2.7,"Madison, WI",WI,"Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million 
Data Scientist,,Data Scientist,$72K-$142K ,"$72,000","$142,000 ","$107,000 ",4.1,"Mentor Graphics
",4.1,"Fremont, CA",CA,"Wilsonville, OR",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion 
Data Scientist,,Data Scientist,$81K-$140K ,"$81,000","$140,000 ","$110,500 ",3.4,"Assurant
",3.4,"Westlake, OH",OH,"New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion 
Data Scientist,,Data Scientist,$81K-$140K ,"$81,000","$140,000 ","$110,500 ",3.4,"Assurant
",3.4,"Westlake, OH",OH,"New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion 
Data Scientist,,Data Scientist,$132K-$211K ,"$132,000","$211,000 ","$171,500 ",3.5,"Western Digital
",3.5,"San Jose, CA",CA,"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion 
Data Scientist,,Data Scientist,$132K-$211K ,"$132,000","$211,000 ","$171,500 ",3.5,"Western Digital
",3.5,"San Jose, CA",CA,"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion 
Data Scientist,,Data Scientist,$106K-$172K ,"$106,000","$172,000 ","$139,000 ",3.2,"Walmart
",3.2,"Plano, TX",TX,"Bentonville, AR",10000+ employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion 
Data Scientist,,Data Scientist,$106K-$172K ,"$106,000","$172,000 ","$139,000 ",3.2,"Walmart
",3.2,"Plano, TX",TX,"Bentonville, AR",10000+ employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion 
Data Scientist,Associate,Data Scientist - Associate,$60K-$103K ,"$60,000","$103,000 ","$81,500 ",3.2,"MITRE
",3.2,"McLean, VA",VA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion 
Data Scientist,Associate,Data Scientist - Associate,$53K-$96K ,"$53,000","$96,000 ","$74,500 ",3.8,"Fareportal
",3.8,"New York, NY",NY,"New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion 
Data Scientist,Associate,Data Scientist - Associate,$53K-$96K ,"$53,000","$96,000 ","$74,500 ",3.8,"Fareportal
",3.8,"New York, NY",NY,"New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion 
Data Scientist,Associate,Data Scientist - Associate,$43K-$82K ,"$43,000","$82,000 ","$62,500 ",3.1,"Santander
",3.1,"Boston, MA",MA,"Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion 
Data Scientist,Associate,Data Scientist - Associate,$43K-$82K ,"$43,000","$82,000 ","$62,500 ",3.1,"Santander
",3.1,"Boston, MA",MA,"Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion 
Data Scientist,Director,Data Scientist - Director,$39K-$67K ,"$39,000","$67,000 ","$53,000 ",3.3,"Liberty Mutual Insurance
",3.3,"Boston, MA",MA,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Director,Data Scientist - Director,$124K-$199K ,"$124,000","$199,000 ","$161,500 ",3.6,"TRANZACT
",3.6,"Fort Lee, NJ",NJ,"Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,Director,Data Scientist - Director,$124K-$199K ,"$124,000","$199,000 ","$161,500 ",3.6,"TRANZACT
",3.6,"Fort Lee, NJ",NJ,"Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,Director,Data Scientist - Director,$202K-$306K ,"$202,000","$306,000 ","$254,000 ",3.3,"Liberty Mutual Insurance
",3.3,"Chicago, IL",IL,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Director,Data Scientist - Director,$202K-$306K ,"$202,000","$306,000 ","$254,000 ",3.3,"Liberty Mutual Insurance
",3.3,"Chicago, IL",IL,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Director,Data Scientist - Director,$202K-$306K ,"$202,000","$306,000 ","$254,000 ",3.3,"Liberty Mutual Insurance
",3.3,"Chicago, IL",IL,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Director,Data Scientist - Director,$150K-$239K ,"$150,000","$239,000 ","$194,500 ",3.3,"Liberty Mutual Insurance
",3.3,"Chicago, IL",IL,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Director,Data Scientist - Director,$150K-$239K ,"$150,000","$239,000 ","$194,500 ",3.3,"Liberty Mutual Insurance
",3.3,"Chicago, IL",IL,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Director,Data Scientist - Director,$139K-$220K ,"$139,000","$220,000 ","$179,500 ",3.6,"Grainger
",3.6,"Lake Forest, IL",IL,"Lake Forest, IL",10000+ employees,1927,Company - Public,Wholesale,Business Services,$10+ billion 
Data Scientist,Junior,Data Scientist - Junior,$81K-$132K ,"$81,000","$132,000 ","$106,500 ",3.2,"MITRE
",3.2,"McLean, VA",VA,"Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion 
Data Scientist,Lead,Data Scientist - Lead,$158K-$211K ,"$158,000","$211,000 ","$184,500 ",3.7,"Visa Inc.
",3.7,"Bellevue, WA",WA,"Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion 
Data Scientist,Lead,Data Scientist - Lead,$102K-$164K ,"$102,000","$164,000 ","$133,000 ",4.1,"Redjack
",4.1,"Silver Spring, MD",MD,"Silver Spring, MD",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,Lead,Data Scientist - Lead,$75K-$125K ,"$75,000","$125,000 ","$100,000 ",3.8,"PatientPoint
",3.8,"Cincinnati, OH",OH,"Cincinnati, OH",201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million 
Data Scientist,Lead,Data Scientist - Lead,$124K-$204K ,"$124,000","$204,000 ","$164,000 ",3.6,"MassMutual
",3.6,"Boston, MA",MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Lead,Data Scientist - Lead,$124K-$204K ,"$124,000","$204,000 ","$164,000 ",3.6,"MassMutual
",3.6,"Boston, MA",MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Lead,Data Scientist - Lead,$139K-$221K ,"$139,000","$221,000 ","$180,000 ",3.9,"Zest AI
",3.9,"Burbank, CA",CA,"Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million 
Data Scientist,Lead,Data Scientist - Lead,$158K-$211K ,"$158,000","$211,000 ","$184,500 ",3.7,"Visa Inc.
",3.7,"Bellevue, WA",WA,"Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion 
Data Scientist,Lead,Data Scientist - Lead,$139K-$221K ,"$139,000","$221,000 ","$180,000 ",3.9,"Zest AI
",3.9,"Burbank, CA",CA,"Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million 
Data Scientist,Lead,Data Scientist - Lead,$114K-$179K ,"$114,000","$179,000 ","$146,500 ",3.7,"The Hanover Insurance Group
",3.7,"Worcester, MA",MA,"Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion 
Data Scientist,Lead,Data Scientist - Lead,$114K-$179K ,"$114,000","$179,000 ","$146,500 ",3.7,"The Hanover Insurance Group
",3.7,"Worcester, MA",MA,"Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion 
Data Scientist,Manager,Data Scientist - Manager,$95K-$160K ,"$95,000","$160,000 ","$127,500 ",3.2,"Numeric, LLC
",3.2,"Allentown, PA",PA,"Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million 
Data Scientist,Manager,Data Scientist - Manager,$171K-$272K ,"$171,000","$272,000 ","$221,500 ",4.2,"Grand Rounds
",4.2,"San Francisco, CA",CA,"San Francisco, CA",501 to 1000 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,Manager,Data Scientist - Manager,$95K-$160K ,"$95,000","$160,000 ","$127,500 ",3.2,"Numeric, LLC
",3.2,"Allentown, PA",PA,"Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million 
Data Scientist,Manager,Data Scientist - Manager,$37K-$100K ,"$37,000","$100,000 ","$68,500 ",3.6,"MassMutual
",3.6,"Boston, MA",MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Manager,Data Scientist - Manager,$37K-$100K ,"$37,000","$100,000 ","$68,500 ",3.6,"MassMutual
",3.6,"Boston, MA",MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion 
Data Scientist,Manager,Data Scientist - Manager,$40K-$87K ,"$40,000","$87,000 ","$63,500 ",3.9,"Tapjoy
",3.9,"San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million 
Data Scientist,Manager,Data Scientist - Manager,$81K-$134K ,"$81,000","$134,000 ","$107,500 ",3.4,"PA Consulting
",3.4,"Boston, MA",MA,"London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million 
Data Scientist,Manager,Data Scientist - Manager,$81K-$134K ,"$81,000","$134,000 ","$107,500 ",3.4,"PA Consulting
",3.4,"Boston, MA",MA,"London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million 
Data Scientist,Principal,Data Scientist - Principal,$135K-$211K ,"$135,000","$211,000 ","$173,000 ",3.7,"Northrop Grumman
",3.7,"San Jose, CA",CA,"Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion 
Data Scientist,Principal,Data Scientist - Principal,$150K-$238K ,"$150,000","$238,000 ","$194,000 ",3.2,"The Climate Corporation
",3.2,"San Francisco, CA",CA,"San Francisco, CA",501 to 1000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,Principal,Data Scientist - Principal,$113K-$182K ,"$113,000","$182,000 ","$147,500 ",3.9,"AstraZeneca
",3.9,"Gaithersburg, MD",MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion 
Data Scientist,Principal,Data Scientist - Principal,$135K-$211K ,"$135,000","$211,000 ","$173,000 ",3.7,"Northrop Grumman
",3.7,"San Jose, CA",CA,"Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion 
Data Scientist,Principal,Data Scientist - Principal,$150K-$238K ,"$150,000","$238,000 ","$194,000 ",3.2,"The Climate Corporation
",3.2,"San Francisco, CA",CA,"San Francisco, CA",501 to 1000 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,Principal,Data Scientist - Principal,$108K-$173K ,"$108,000","$173,000 ","$140,500 ",4.7,"Recursion Pharmaceuticals
",4.7,"Salt Lake City, UT",UT,"Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million 
Data Scientist,Principal,Data Scientist - Principal,$108K-$173K ,"$108,000","$173,000 ","$140,500 ",4.7,"Recursion Pharmaceuticals
",4.7,"Salt Lake City, UT",UT,"Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million 
Data Scientist,Principal,Data Scientist - Principal,$108K-$173K ,"$108,000","$173,000 ","$140,500 ",4.7,"Recursion Pharmaceuticals
",4.7,"Salt Lake City, UT",UT,"Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million 
Data Scientist,Principal,Data Scientist - Principal,$200K-$250K,"$200,000","$250,000 ","$225,000 ",-1,CA-One Tech Cl,,"San Francisco, CA",CA,"Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million 
Data Scientist,Principal,Data Scientist - Principal,$200K-$250K,"$200,000","$250,000 ","$225,000 ",-1,CA-One Tech Cl,,"San Francisco, CA",CA,"Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million 
Data Scientist,Principal,Data Scientist - Principal,$86K-$137K ,"$86,000","$137,000 ","$111,500 ",3.6,"IQVIA
",3.6,"Plymouth Meeting, PA",PA,"Durham, NC",10000+ employees,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion 
Data Scientist,Principal,Data Scientist - Principal,$86K-$137K ,"$86,000","$137,000 ","$111,500 ",3.6,"IQVIA
",3.6,"Plymouth Meeting, PA",PA,"Durham, NC",10000+ employees,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion 
Data Scientist,Senior,Data Scientist - Senior,$99K-$157K ,"$99,000","$157,000 ","$128,000 ",4,"HP Inc.
",4.0,"Vancouver, WA",WA,"Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$80K-$130K ,"$80,000","$130,000 ","$105,000 ",3.7,"Evolve Vacation Rental
",3.7,"Denver, CO",CO,"Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$111K-$183K ,"$111,000","$183,000 ","$147,000 ",3.4,"Argo Group US
",3.4,"New York, NY",NY,"Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$111K-$183K ,"$111,000","$183,000 ","$147,000 ",3.4,"Argo Group US
",3.4,"New York, NY",NY,"Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$116K-$194K ,"$116,000","$194,000 ","$155,000 ",3.2,"Numeric, LLC
",3.2,"Phila, PA",PA,"Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million 
Data Scientist,Senior,Data Scientist - Senior,$108K-$176K ,"$108,000","$176,000 ","$142,000 ",4,"Novetta
",4.0,"Fort Belvoir, VA",VA,"Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million 
Data Scientist,Senior,Data Scientist - Senior,$115K-$180K ,"$115,000","$180,000 ","$147,500 ",3.5,"Sartorius
",3.5,"Fremont, CA",CA,"Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion 
Data Scientist,Senior,Data Scientist - Senior,$110K-$150K,"$110,000","$150,000 ","$130,000 ",4.3,"Equity Residential
",4.3,"Chicago, IL",IL,"Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion 
Data Scientist,Senior,Data Scientist - Senior,$82K-$132K ,"$82,000","$132,000 ","$107,000 ",4.4,"The David J. Joseph Company
",4.4,"Cincinnati, OH",OH,"Cincinnati, OH",201 to 500 employees,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$200K-$275K,"$200,000","$275,000 ","$237,500 ",4.2,"Gallup
",4.2,"Washington, DC",DC,"Washington, DC",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist,Senior,Data Scientist - Senior,$80K-$129K ,"$80,000","$129,000 ","$104,500 ",3.3,"American Axle & Manufacturing
",3.3,"Southfield, MI",MI,"Detroit, MI",10000+ employees,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion 
Data Scientist,Senior,Data Scientist - Senior,$112K-$182K ,"$112,000","$182,000 ","$147,000 ",4,"Novetta
",4.0,"Herndon, VA",VA,"Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million 
Data Scientist,Senior,Data Scientist - Senior,$110K-$174K ,"$110,000","$174,000 ","$142,000 ",3.8,"Juniper Networks
",3.8,"Cupertino, CA",CA,"Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion 
Data Scientist,Senior,Data Scientist - Senior,$116K-$185K ,"$116,000","$185,000 ","$150,500 ",4,"Autodesk
",4.0,"San Francisco, CA",CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion 
Data Scientist,Senior,Data Scientist - Senior,$73K-$124K ,"$73,000","$124,000 ","$98,500 ",3.3,"Plymouth Rock Assurance
",3.3,"Woodbridge, NJ",NJ,"Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million 
Data Scientist,Senior,Data Scientist - Senior,$114K-$182K ,"$114,000","$182,000 ","$148,000 ",3.9,"Zest AI
",3.9,"Burbank, CA",CA,"Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million 
Data Scientist,Senior,Data Scientist - Senior,$110K-$174K ,"$110,000","$174,000 ","$142,000 ",3.8,"Juniper Networks
",3.8,"Cupertino, CA",CA,"Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion 
Data Scientist,Senior,Data Scientist - Senior,$116K-$185K ,"$116,000","$185,000 ","$150,500 ",4,"Autodesk
",4.0,"San Francisco, CA",CA,"San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion 
Data Scientist,Senior,Data Scientist - Senior,$73K-$124K ,"$73,000","$124,000 ","$98,500 ",3.3,"Plymouth Rock Assurance
",3.3,"Woodbridge, NJ",NJ,"Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million 
